rackTotCnt,stationName,parkingBikeTotCnt,shared,stationLatitude,stationLongitude,stationId
15,1951. 천왕이펜하우스 4단지 후문,8,53,37.48070526,126.83895874,ST-874
20,1952. 천왕연지타운2단지 앞,60,300,37.48210526,126.84572601,ST-875
20,1953. 천왕역 4번출구 뒤,29,145,37.48638535,126.83921051,ST-876
10,1955. 디지털입구 교차로,5,50,37.48288345,126.90103912,ST-936
15,1956. 동아1차APT105동 버스정류장(신도림중학교 방면),15,100,37.51000977,126.88204956,ST-1218
15,1957. 구일고등학교 정문 ,31,207,37.49340057,126.87432861,ST-1219
15,1958. 강서수도사업소민원센터,38,253,37.49578094,126.89012146,ST-1220
10,1959. 구로구의회 앞,36,360,37.49645615,126.88958740,ST-1221
10,1960. 구로거리공원 동측(신도림역 방면),12,120,37.50284958,126.88948059,ST-1222
15,1961. 신도림테크노근린공원,10,67,37.50819397,126.89130402,ST-1223
15,1962. 가리봉동주민센터,4,27,37.48160172,126.89279938,ST-1224
10,1964. 원메디타운 앞,20,200,37.49789047,126.86450195,ST-1226
15,1965. 삼환로즈빌아파트 105동 옆,32,213,37.49724197,126.85912323,ST-1227
10,1966. 한마을아파트 정문상가,19,190,37.49649811,126.86309814,ST-1228
10,1967. 참새공원(백곡경노당),30,300,37.50513840,126.84433746,ST-1229
7,1968. 동인오피스텔 건너편 소공원,22,314,37.49848175,126.84750366,ST-1230
10,1969. 궁동생태공원,17,170,37.50190353,126.82896423,ST-1231
10,1971. 오정초교 앞 보도육교,21,210,37.49072266,126.82639313,ST-1233
10,1973. 오리로와 서해안도로 교차로 앞,10,100,37.48859787,126.83649445,ST-1235
10,1974. 신도림2차e편한세상아파트 203동 앞,19,190,37.50518036,126.88253784,ST-1236
10,1975. 대림역 1번 출입구 밑,3,30,37.49256516,126.89475250,ST-1237
10,1976. 남구로역 5번 출입구 앞,16,160,37.48567963,126.88670349,ST-1238
15,1977. 천왕역 1번 출입구 앞,23,153,37.48620987,126.83882141,ST-1239
10,1979. 구로1동우체국 앞,16,160,37.49203110,126.87377167,ST-1241
10,1981. 천왕이펜하우스5단지 앞,32,320,37.47943115,126.84269714,ST-1243
10,1983. 구로동롯데아파트,1,10,37.50254822,126.88388062,ST-1273
10,1984. 구로구청,24,240,37.49526596,126.88847351,ST-1274
20,1985. 구로도서관,15,75,37.49851608,126.89199066,ST-1275
15,1986. 태평양물산빌딩,20,133,37.48485947,126.89518738,ST-1521
15,1987. 개봉아이파크아파트 앞,45,300,37.49034119,126.86093140,ST-1522
20,1988. 고척LIGA아파트 앞,50,250,37.50605011,126.86078644,ST-1523
15,1991. 오류동역 맞은편,20,133,37.49676132,126.84496307,ST-1526
12,1992. 구로구배드민턴실내체육관 앞,31,258,37.49179840,126.83242035,ST-1527
10,1993. 금강수목원아파트 앞,27,270,37.48937988,126.83419800,ST-1528
10,1994. 삼성전자 물류센터 앞,29,290,37.49699783,126.87178040,ST-1529
20,1996. 구일역 1번 출입구 앞,24,120,37.49539948,126.87100983,ST-1531
23,1998. 고척교 교차로,1,4,37.49856949,126.87152100,ST-1696
10,1999. 수궁동 성당 주변,11,110,37.49525833,126.83065796,ST-1732
15,2000. 신도림4차 e편한세상 아파트 1109동 앞,5,33,37.51232910,126.88683319,ST-1733
17,2002. 노들역 1번출구,52,306,37.51284409,126.95246887,ST-683
10,2003. 사육신공원앞,11,110,37.51335907,126.94805908,ST-877
20,2007. 유한양행앞,1,5,37.51293945,126.93424225,ST-685
10,2008. 노량진근린공원 대방공원,3,30,37.50936890,126.92807007,ST-686
10,2009. 보라매역 8번출구,8,80,37.50007629,126.92108154,ST-726
10,2012. 대림사거리(동작상떼빌아파트),5,50,37.48836136,126.90622711,ST-727
30,2013. 장승배기역 5번출구,0,0,37.50585175,126.93936157,ST-687
20,2015. 신대방삼거리역 6번출구쪽,11,55,37.49985504,126.92956543,ST-728
10,2016. 신대방삼거리역 3번출구쪽,2,20,37.49964523,126.92709351,ST-688
10,2020. 장승배기역2번출구뒷편쪽,3,30,37.50449753,126.93898773,ST-690
10,2024. 상도역 1번출구,11,110,37.50217819,126.94820404,ST-691
20,2025. 흑석역 1번출구,50,250,37.50938034,126.96361542,ST-692
10,2026. 흑석역 4번출구,23,230,37.50858688,126.96349335,ST-932
15,2027. 중앙대학교 정문 1,54,360,37.50704193,126.95915222,ST-693
10,2032. 이수역 11번출구쪽,5,50,37.48550797,126.98162079,ST-923
10,2033. 사당동 아르테스 웨딩앞,9,90,37.48149109,126.98158264,ST-729
20,2034. 사당역 7번출구쪽,8,40,37.47689056,126.98057556,ST-924
12,2036. 정금마을 마을버스정류장,5,42,37.49470520,126.98239136,ST-694
20,2037. 동작역 5번출구 동작주차공원,4,20,37.50318909,126.97714996,ST-695
10,2038. 동작역 7번출구,12,120,37.50318146,126.97608948,ST-696
10,2040. 비계 버스정류소,1,10,37.50635910,126.96907806,ST-697
10,2041. 사당중학교 버스정류소,4,40,37.48683548,126.96804810,ST-731
10,2048. 삼일초등학교 인근,3,30,37.48907852,126.97356415,ST-732
15,2050. 노량진역 5번출구,32,213,37.51324844,126.93997192,ST-699
10,2054. 삼익아파트,32,320,37.51054764,126.94484711,ST-700
10,2056. 동작구민 체육센터,8,80,37.49449921,126.91652679,ST-733
10,2057. 상도 아이파크 아파트,0,0,37.50088120,126.94174957,ST-701
14,2058. 동작경찰서,9,64,37.51352310,126.94352722,ST-1150
10,2059. 보라매공원 정문,10,100,37.49707794,126.91779327,ST-1151
10,2060. 남성역3번출구 뒤,11,110,37.48463058,126.97154999,ST-1152
10,2061. 한강 현대아파트 건너편,2,20,37.50592804,126.96923065,ST-1153
10,2062. 사당새마을금고,5,50,37.48665237,126.96784210,ST-1154
10,2064. 흑석한강푸르지오 106동앞,3,30,37.50535583,126.96617889,ST-1355
10,2065. 서울시여성가족재단,11,110,37.51198959,126.92708588,ST-1356
10,2066. 양문교회 앞,12,120,37.48939896,126.90711212,ST-1542
10,2067. 보라매역․동작세무서 버스정류장(강남중학교방면),20,200,37.49766922,126.91986847,ST-1543
8,2068. 총신대 앞(육교),2,25,37.48815918,126.96647644,ST-1544
7,2069. 숭실대 입구역3번 출구 앞,5,71,37.49660110,126.95368195,ST-1667
12,2070. 노량진역 2번 출구 앞,16,133,37.51391983,126.94306946,ST-1545
10,2071. 대림아파트 후문 상가 옆,0,0,37.48886871,126.97190857,ST-1742
10,2077.노들역 3번출구,19,190,37.51193619,126.95416260,ST-2350
13,2078.흑석 아크로리버하임(103동),8,62,37.51083755,126.96163177,ST-2351
25,2079.중앙대학교 중앙광장,11,44,37.50667191,126.95777893,ST-2352
15,2080. 대방지하보도(대방동경남아너스빌아파트),16,107,37.51213455,126.92543793,ST-2353
10,2082.7호선 이수역7번출구,4,40,37.48460770,126.98179626,ST-2355
10,2083.흑석롯데캐슬에듀포레(107동),6,60,37.50470352,126.96073151,ST-2356
15,2084.e편한세상 상도노빌리티 앞,15,100,37.50456238,126.94678497,ST-2357
20,2085.강남중학교 앞,16,80,37.50274277,126.92157745,ST-2358
22,2086.삼일수영장 앞,20,91,37.48712158,126.97435760,ST-2359
10,2088.상도중앙하이츠빌 입구,4,40,37.50024796,126.94972992,ST-2361
10,2089.사당역10번출구(금강빌딩),24,240,37.47910690,126.98150635,ST-2362
15,2090.기아자동차 사당점 앞,10,67,37.48377991,126.97792053,ST-2363
15,2091. 이수역9번출구,6,40,37.48470306,126.98059082,ST-2364
10,2092.흑석한강푸르지오(110동),8,80,37.50311279,126.96471405,ST-2365
8,2093.상도SH빌아파트 입구,0,0,37.50321198,126.95459747,ST-2366
20,2094.숭실대학교(중문) ,0,0,37.49550629,126.95637512,ST-2367
10,2095.경문고등학교 앞,4,40,37.49150085,126.98240662,ST-2368
10,2096.서울특별시 동작관악교육지원청,0,0,37.50251389,126.94065094,ST-2369
20,2102. 봉림교 교통섬,15,75,37.48408508,126.92688751,ST-702
10,2103. 신림동 우방아파트,12,120,37.48917770,126.91927338,ST-703
13,2104. 사당역 5번출구,6,46,37.47608948,126.98133087,ST-712
12,2105. 미성동 신림체육센터,18,150,37.48025131,126.91460419,ST-704
12,2106. 세이브마트,31,258,37.47372818,126.91840363,ST-705
25,2107. 도림천 신화교,20,80,37.47547150,126.93645477,ST-713
20,2108. 은천치안센터,11,55,37.48334122,126.94319916,ST-714
22,2109. 은천로입구 가로공원,23,105,37.48622513,126.93582916,ST-882
10,2111. 서울대입구역 1번출구,3,30,37.48086929,126.95331573,ST-965
15,2112. 서울대입구역 마에스트로,0,0,37.48133850,126.95064545,ST-715
20,2115. 관악구시설관리공단,13,65,37.47991562,126.90283966,ST-883
9,2116. 에이스에이존빌딩,2,22,37.48170471,126.95082855,ST-717
10,2119. 중앙동 동진빌딩,4,40,37.48425674,126.95469666,ST-884
20,2122. 낙성대로 입구,3,15,37.47805786,126.96049500,ST-719
10,2127. 난곡종점,8,80,37.46488571,126.91947937,ST-707
12,2128. 관악구청교차로,1,8,37.47916412,126.95258331,ST-720
10,2129. 낙성대 과학전시관,4,40,37.46905518,126.95814514,ST-721
10,2130. 영어마을 관악캠프,3,30,37.47198868,126.95842743,ST-722
10,2137. KT&G 관악지점,2,20,37.48490143,126.93653107,ST-723
10,2139. 서울신성초등학교,1,10,37.47116470,126.93701935,ST-951
20,2140. 신림1교 교차로,20,100,37.47842789,126.93186188,ST-724
8,2141. 미림여고입구 교차로,3,38,37.47229385,126.93341064,ST-885
10,2143. 서울산업정보학교,12,120,37.47069550,126.94219971,ST-886
15,2144. 난우길입구,11,73,37.47777557,126.91675568,ST-709
12,2145. 은천초등학교 육교,6,50,37.48635864,126.94292450,ST-725
10,2148. 낙성대역 3번출구 뒤,4,40,37.47702789,126.96339417,ST-887
12,2156. 신림푸르지오아파트,8,67,37.48072052,126.90932465,ST-952
10,2159. 인헌초교,3,30,37.47509003,126.95922852,ST-1156
8,2164. 관악우체국,5,63,37.48476791,126.93287659,ST-1259
10,2165. JK장평타워,4,40,37.47648239,126.96536255,ST-1260
12,2167. 낙성대역 1번출구,5,42,37.47629547,126.96495819,ST-1262
7,2169. 봉천역 2번출구,5,71,37.48218918,126.94213104,ST-1264
10,2170. 조원동서울본병원,28,280,37.48152924,126.91203308,ST-1265
17,2171. 서울대입구역 5번출구,6,35,37.48154831,126.95200348,ST-1337
15,2172. 나들목공원,6,40,37.46940613,126.94451141,ST-1267
10,2173. 당곡사거리,5,50,37.48974991,126.92746735,ST-1268
10,2174. 삼성디지털프라자관악점,7,70,37.48856354,126.92848206,ST-1269
10,2175. 신림동걷고싶은문화의거리입구,12,120,37.48730087,126.92870331,ST-1270
15,2176. 보라매공원 보도육교,7,47,37.48899078,126.91638184,ST-1357
19,2177. 신대방역 2번 출구,8,42,37.48712921,126.91301727,ST-1546
20,2178. 서울대학교 정문,10,50,37.46709442,126.94932556,ST-1547
7,2179. 양녕로 입구,0,0,37.48218918,126.94615936,ST-1548
20,2183. 동방1교,31,155,37.47182846,126.93392181,ST-1678
10,2184. 구암초등학교 버스정류장,2,20,37.48949051,126.94592285,ST-1702
10,2185. 대학동 고시촌,1,10,37.47046661,126.93865204,ST-1757
15,2186. 낙성대입구삼거리,1,7,37.47882080,126.95960999,ST-2370
15,2187. 현대시장사거리,16,107,37.48673630,126.94751740,ST-2371
15,2189. 봉천역 4번출구,4,27,37.48275375,126.94140625,ST-2373
12,2190.도원맨션,3,25,37.48368835,126.93915558,ST-2374
10,2191.대학동주민센터 ,7,70,37.47068787,126.93648529,ST-2375
15,2195.은천교회,0,0,37.48464584,126.93450928,ST-2379
15,2196. 봉천역 3번출구,2,13,37.48331070,126.93902588,ST-2380
10,2198.사랑의병원,2,20,37.47946548,126.95693207,ST-2382
8,2199.신봉천주유소 A,0,0,37.47877121,126.95869446,ST-2383
14,2201. 본마을 정류소 앞,4,29,37.45328140,127.05148315,ST-741
20,2202.청계산입구역 1번출구,9,45,37.44893646,127.05437469,ST-742
10,2203. 청계산입구역 2번출구,1,10,37.44765854,127.05501556,ST-925
15,2205. 내곡3단지 어린이공원 앞,1,7,37.45375061,127.05937958,ST-743
20,2206. 언남초등학교 앞,4,20,37.45435715,127.06210327,ST-744
9,2207. 내곡파출소 뒤 정자,7,78,37.45440674,127.06492615,ST-926
10,2210. 반포1동 주민센터 앞,0,0,37.50509644,127.01310730,ST-745
10,2211. 서초구립반포도서관 앞,3,30,37.50263596,127.01231384,ST-927
14,2212.서초현대4차아파트 201동 맞은편,0,0,37.50065231,127.01861572,ST-746
20,2213. 고속터미널역 5번출구 앞,4,20,37.50223160,127.00225830,ST-747
15,2214. 신반포역 2번출구 앞,4,27,37.50411606,126.99748993,ST-748
10,2215. 반포종합운동장 입구,9,90,37.50171280,126.99547577,ST-928
20,2217.아크로리버뷰 부지 앞,14,70,37.51304626,127.00595856,ST-749
20,"2219. 고속터미널역 8-1번, 8-2번 출구 사이",10,50,37.50619888,127.00394440,ST-750
15,2220. 반포본동 주민센터 앞,18,120,37.50061417,126.98616028,ST-751
15,2221. 방일초교 마을버스 정류장,4,27,37.48561096,126.99468231,ST-752
10,2222.사당역 12번출구 뒤,9,90,37.47806931,126.98203278,ST-753
15,2223. 방배래미안 정문 앞,2,13,37.47261047,126.98300934,ST-754
10,2225.백석예술대학교 제3캠퍼스 앞,1,10,37.47375870,126.99524689,ST-755
11,2226. 신동아럭스빌아파트 앞,9,82,37.47518158,127.00138855,ST-756
15,2227.방배열린문화센터 앞,3,20,37.48905182,126.99252319,ST-757
5,2228.뒷벌공원 옆,8,160,37.48976898,126.98676300,ST-758
10,2229.로고스교회 맞은 편,13,130,37.48701096,126.98496246,ST-759
20,2230.이수역 4번 출구,8,40,37.48582840,126.98262787,ST-760
19,2231. 삼성타운(삼성생명) A동 맞은편,1,5,37.49691391,127.02496338,ST-761
13,2233. 서초신동아1차아파트 옆,3,23,37.49111176,127.02295685,ST-762
10,2235.KT 서초지사 앞,1,10,37.48215866,127.00270081,ST-763
20,2237.서울남부터미널 대합실 입구,0,0,37.48455811,127.01486969,ST-764
10,2239.교대역 6번출구,2,20,37.49421692,127.01378632,ST-765
6,2241.양재전화국 사거리,3,50,37.48537827,127.04170227,ST-766
20,2242.양재역 11번 출구 앞,2,10,37.48398972,127.03417969,ST-767
15,2243.서울가정법원,2,13,37.48149109,127.03672791,ST-768
20,2244.교육개발원입구 교차로,3,15,37.47785187,127.03890991,ST-769
20,2245.양재초등학교 맞은편,17,85,37.47361374,127.03050995,ST-770
10,2246. 서울시 품질시험소 앞,9,90,37.46920013,127.02900696,ST-889
30,2247.섬들근린공원,37,123,37.46263885,127.02661896,ST-771
10,2248. 서초리슈빌S 글로벌 앞,3,30,37.45995331,127.02474213,ST-929
10,2249. 우솔초등학교 맞은편,7,70,37.45623398,127.01934814,ST-880
10,2250. 서초유치원 맞은편,18,180,37.45579910,127.01628876,ST-881
10,2251. 더케이호텔 입구(양재2) ,3,30,37.46750641,127.03447723,ST-781
25,2252. 잔디마을 마을버스 정류장,2,8,37.46332169,127.03604126,ST-890
25,2255.시민의숲역 1번출구 옆,1,4,37.47016525,127.03862000,ST-772
10,2256.양재동 꽃시장 입구,1,10,37.46768951,127.04035950,ST-773
10,2257. 청계산 입구 삼거리,1,10,37.46268845,127.04611206,ST-774
20,2258.구룡사 삼거리,2,10,37.47153854,127.05059052,ST-775
15,2259. 잠원역 3번-4번 출구사이,11,73,37.51298904,127.01117706,ST-780
25,2262. 한신16차아파트 119동 앞,28,112,37.51619720,127.00920868,ST-776
20,2263. 바우뫼문화복지회관,15,75,37.47192764,127.02684021,ST-879
9,2264. 이수역 1번출구,11,122,37.48897171,126.98271942,ST-935
10,2265. 이수고가차도 남단,3,30,37.49474335,126.98306274,ST-949
15,2266. 서초역 3번출구,3,20,37.49053955,127.00816345,ST-1158
10,2268. 서초4동주민센터 ,4,40,37.50231934,127.02227020,ST-1160
15,2269. 주홍교 하부,12,80,37.51034927,127.01605225,ST-1161
10,2270. 서초포레스타 7단지,7,70,37.44896698,127.05773926,ST-1162
8,2271. 내방역 8번출구 앞,8,100,37.48802185,126.99411774,ST-1163
10,2272. 교대입구 교차로,1,10,37.48730850,127.01058197,ST-1164
10,2273. 일동제약 사거리,4,40,37.47782898,127.03826904,ST-1165
10,2274. 양재시민의숲역 3번출구,3,30,37.46965027,127.03961182,ST-1166
7,2275. 염곡치안센터 건너편,2,29,37.46157837,127.04879761,ST-1167
15,2276. 영동1교 (양재천근린공원),2,13,37.47438812,127.03890228,ST-1168
10,2277. 길마중4교 하부,0,0,37.51483917,127.01560211,ST-1169
10,2279. 교대역 5번출구뒤,1,10,37.49361801,127.01418304,ST-1305
10,2280. 서울서초고용센터앞,0,0,37.48416138,127.01097107,ST-1306
7,2281. 연세사랑병원신관앞,7,100,37.47597885,126.98628235,ST-1307
10,2282. 방배래미안아트힐 101동앞,0,0,37.47720337,127.00583649,ST-1308
10,2283. 그룹한빌딩옆,0,0,37.48652649,126.98916626,ST-1309
15,2284. CJ오쇼핑앞,0,0,37.46810150,126.98680115,ST-1310
10,2285. LH서초3단지 301동 맞은편,8,80,37.45742416,127.02265167,ST-1311
7,2286. 탑성마을입구,0,0,37.45854950,127.05588531,ST-1312
10,2287. 능안마을입구,2,20,37.45561981,127.06710052,ST-1313
7,2288. 안골마을입구,1,14,37.45560837,127.06445312,ST-1314
10,2289. 남태령역 2번출구,0,0,37.46429825,126.98852539,ST-1315
10,2293. SPC 앞,1,10,37.48479843,127.03699493,ST-1360
15,2294. 두상빌딩 앞,9,60,37.47590637,127.04624176,ST-1361
10,2297. 남부터미널역 1번출구,0,0,37.48567200,127.01592255,ST-1404
12,2298. 래미안서초스위트앞,0,0,37.50241089,127.02160645,ST-1405
12,2299. 한전아트센터 앞,1,8,37.48646927,127.02806091,ST-1406
10,2301. 현대고등학교 건너편,1,10,37.52407074,127.02178955,ST-777
10,2302. 교보타워 버스정류장(신논현역 3번출구 후면),0,0,37.50558090,127.02427673,ST-787
15,2303. 논현역 10번출구,1,7,37.51137161,127.02146149,ST-788
10,2304. 대현그린타워,7,70,37.51162720,127.03565216,ST-789
6,2305. MCM 본사 직영점 앞,1,17,37.52064133,127.03450775,ST-790
26,2306. 압구정역 2번 출구 옆,16,62,37.52712250,127.02871704,ST-791
10,2307. 압구정 한양 3차 아파트,1,10,37.52838135,127.03901672,ST-792
14,2308. 압구정파출소 앞,2,14,37.52930069,127.03559875,ST-793
10,2309. 청담역(우리들병원 앞),1,10,37.51890182,127.04938507,ST-783
10,2310. 청담동 맥도날드 옆(위치),1,10,37.52361298,127.04017639,ST-794
6,2311. 학동로 래미안 아파트 앞,0,0,37.51777267,127.04302216,ST-786
10,2312. 청담역 13번 출구 앞,1,10,37.52058029,127.05632782,ST-795
10,2313. 금원빌딩 앞,2,20,37.52511597,127.05246735,ST-796
10,2314. 청담나들목입구,10,100,37.52127457,127.06103516,ST-798
10,2315. 봉은사역 5번출구 옆,1,10,37.51424789,127.06111908,ST-799
10,2317. 삼성도로공원,3,30,37.51588821,127.06620026,ST-784
12,2318. 삼성중앙역4번출구(문화센터더 리빌),1,8,37.51357651,127.05503082,ST-801
10,2319. 포스코사거리 서측(수협 삼성동 지점),3,30,37.50660706,127.05467987,ST-802
10,2320. 도곡역 대치지구대 방향,11,110,37.49192810,127.05696869,ST-803
10,2321. 학여울역 사거리,0,0,37.49611664,127.06944275,ST-804
10,2323. 주식회사 오뚜기 정문 앞,4,40,37.50221252,127.06720734,ST-806
10,2324. 천주교 대치 2동 교회 옆,1,10,37.50043869,127.06622314,ST-807
10,2325. 대치삼성아파트 앞 교차로,1,10,37.49864960,127.05931854,ST-808
10,2326. 대치동 삼성로,14,140,37.50239563,127.05879974,ST-809
15,2327. 뱅뱅사거리 랜드마크타워 앞,3,20,37.49055099,127.03146362,ST-810
10,2328. 르네상스 호텔 사거리 역삼지하보도 7번출구 앞,0,0,37.50321198,127.04273224,ST-811
10,2329. 르네상스호텔사거리 역삼지하보도 2번출구,0,0,37.50235748,127.04319000,ST-812
10,2330. 역삼월드메르디앙아파트 앞,3,30,37.49219894,127.03945923,ST-813
10,2331. 동영문화센터앞,0,0,37.49805069,127.04460144,ST-814
8,2332. 선릉역3번출구,2,25,37.50400925,127.04907990,ST-815
15,2333. 양재역 3번출구 주변,0,0,37.48515701,127.03407288,ST-816
12,2334. 삼호아파트 2동 ( 간선도로),2,17,37.49375916,127.04589844,ST-817
15,2335. 3호선 매봉역 3번출구앞,18,120,37.48676682,127.04676056,ST-818
10,2336. 강남세브란스교차로  래미안그레이튼 104동 앞,2,20,37.49423599,127.04746246,ST-819
10,2337. 대모산입구역 2번출구 앞,3,30,37.49207687,127.07197571,ST-782
10,2339. 현대아파트 정문 앞,8,80,37.48326111,127.05229950,ST-820
17,2340. 삼호물산버스정류장(23370) 옆,9,53,37.47750854,127.04517365,ST-821
10,2341. 일원역 4~5번 출구 사이,11,110,37.48331070,127.08493805,ST-822
15,2342. 대청역 1번출구  뒤,16,107,37.49400711,127.07951355,ST-823
10,2343. 세곡사거리 대왕파출소 앞,8,80,37.46531677,127.10772705,ST-778
10,2344. 리엔파크 2단지 앞,10,100,37.46506119,127.10119629,ST-779
11,2347. 두산건설 본사,1,9,37.51863861,127.03540039,ST-961
23,2348. 포스코사거리(기업은행),6,26,37.50723267,127.05685425,ST-797
12,2349. 역삼빌딩 앞(하나은행 옆),13,108,37.50154495,127.03856659,ST-959
9,2350. 래미안그레이튼102동앞,2,22,37.49482346,127.04790497,ST-960
11,2351. 청소년수련관(수영장)앞,0,0,37.48387909,127.08902740,ST-937
6,2352. 서울본부세관(건설회관 앞),16,267,37.51758957,127.03502655,ST-962
10,2353. 강남구청역 2번출구 뒤,0,0,37.51681137,127.04047394,ST-963
5,2354. 청담역 2번출구,1,20,37.51978683,127.05676270,ST-953
10,2356. 강남구청,5,50,37.51807022,127.04711914,ST-954
10,2357. 르네상스호텔사거리 역삼지하보도 3번출구 앞 (더 오번 빌딩 명동칼국수 앞),0,0,37.50194931,127.04277039,ST-966
7,2358. 구룡초사거리 (현대아파트10동 앞 ),0,0,37.48138428,127.05391693,ST-957
10,"2359. 국립국악중,고교 정문 맞은편",12,120,37.47560501,127.05037689,ST-958
9,2360. 도곡1동 주민센터 교차로,0,0,37.49280930,127.04138947,ST-956
10,2362. 신사동 가로수길 입구,3,30,37.51763535,127.02245331,ST-1171
15,2363. 강남 을지병원 교차로,0,0,37.51913834,127.02751923,ST-1172
10,2364. 도산공원교차로,0,0,37.52124023,127.03189850,ST-1173
15,2365. K+ 타워 앞,0,0,37.52330017,127.03847504,ST-1174
7,2368. 도곡동 경남아파트 건너편,1,14,37.48934174,127.04129791,ST-1177
20,2369. KT선릉타워,2,10,37.50542831,127.05287170,ST-1178
10,2370. 한티역 3번출구,1,10,37.49655151,127.05429840,ST-1179
10,2371. 한국우편사업진흥원,15,150,37.51474762,127.03513336,ST-1180
10,2372. 대치역 사거리,0,0,37.49449921,127.06379700,ST-1181
20,2373. 개포동역 사거리,1,5,37.48927689,127.06557465,ST-1182
14,2375. 수서역 1번출구 앞,21,150,37.48735046,127.10099792,ST-1184
14,2376. 수서역 6번출구 앞,4,29,37.48677826,127.10051727,ST-1185
9,2377. 수서역 5번출구,14,156,37.48735046,127.10232544,ST-1186
12,2380. 삼성동베이직하우스앞,1,8,37.51169586,127.04934692,ST-1245
8,2381. 언주역 6번출구앞,1,13,37.50636673,127.03452301,ST-1246
6,2382. 역삼동 sk뷰 501동앞,2,33,37.50134277,127.05046844,ST-1247
10,2383. 보금자리정원,6,60,37.46632767,127.09488678,ST-1248
15,2384. 자곡사거리,17,113,37.47602844,127.10594177,ST-1364
10,2385. 학동역,1,10,37.51395035,127.03015137,ST-1365
10,2386. 크린랩 본사,0,0,37.50958633,127.04090881,ST-1366
10,2387. 래미안강남힐즈 사거리,11,110,37.47245407,127.09607697,ST-1407
10,2388. 강남구 도시관리공단,3,30,37.51678467,127.05161285,ST-1433
15,2389. 경기여자고등학교 후문 (삼성로3길 입구),4,27,37.48616028,127.06723785,ST-1559
10,2390. 구룡마을 입구 (래미안블레스티지 아파트),11,110,37.48088074,127.06304169,ST-1560
7,2391. 구룡터널 입구(개포1단지아파트),0,0,37.47598648,127.05962372,ST-1561
10,2392. 구룡산 입구 (구룡산 서울둘레길 입구),2,20,37.47447205,127.05545044,ST-1562
7,2393. 구룡사 앞 교차로 (보도육교),1,14,37.47200012,127.05133820,ST-1563
10,2394. 개포래미안포레스트아파트 107동 앞,4,40,37.48029709,127.05426025,ST-1564
7,2395. 개포1단지아파트 입구 (보도육교),0,0,37.47929001,127.05573273,ST-1565
15,2396. 영동3교 북단(우성캐릭터 앞 보도),3,20,37.48574066,127.05104828,ST-1566
10,2398. 더라움,0,0,37.50811005,127.03945160,ST-1568
10,2401. 밀알학교 입구 (삼성서울병원 입구),1,10,37.48656082,127.08267212,ST-1571
10,2404. 대모산입구역 4번 출구 앞,11,110,37.49180984,127.07315826,ST-1574
14,2405. 청담공원앞 교차로,14,100,37.51871109,127.05084991,ST-1575
10,2406. 논현동 광명빌딩 앞,0,0,37.51757050,127.02364349,ST-1576
10,2407. 역삼.서초.삼성 세무서 앞 (역삼빌딩 앞),3,30,37.49847031,127.03011322,ST-1577
14,2408. 강남한양수자인아파트,18,129,37.47734070,127.11327362,ST-1578
20,2409. 역삼동 디오슈페리움 (우성아파트 사거리),2,10,37.49206161,127.03074646,ST-1679
10,2410. 포스코피앤에스타워 (역삼역 3번출구 부근),0,0,37.49959946,127.03375244,ST-1680
15,2411. 세곡동 성당,9,60,37.47296906,127.11222839,ST-1703
15,2412. 일원1동 주민센터,23,153,37.49179077,127.08821106,ST-1704
20,2413.도곡역 1번 출구,5,25,37.49095917,127.05498505,ST-1879
20,2414. 도곡역 아카데미스위트 앞,1,5,37.48897171,127.05182648,ST-1880
15,2415.한티역 롯데백화점 앞,0,0,37.49667358,127.05342865,ST-1881
10,2416.한티역 6번 출구,0,0,37.49589920,127.05219269,ST-1882
10,2417.선정릉 디캠프(D.CAMP)앞,1,10,37.50799942,127.04524994,ST-1883
10,2418.봉은사역 7번 출구 ,1,10,37.51393509,127.05982208,ST-1884
13,"2419.봉은사역 1,2번 출구 ",2,15,37.51430893,127.05970001,ST-1885
20,2420.학여울역 사거리(LG베스트샵 앞),26,130,37.49689484,127.07013702,ST-1886
15,2421. 신논현역 4번출구,0,0,37.50467300,127.02579498,ST-1887
10,2422.수서동 성당 맞은편,8,80,37.48416901,127.09484863,ST-1888
10,2423.영희초교 사거리(래미안개포루체하임),11,110,37.49083710,127.08065033,ST-1889
20,2425.세곡동 사거리(대왕초등학교 정류장),1,5,37.46461868,127.10684967,ST-1891
10,2426.강남한신휴플러스 6단지,10,100,37.46829605,127.10469818,ST-1892
10,2427.개포고등학교 정문앞,2,20,37.48485184,127.05837250,ST-1893
10,2428.롯데리아 개포점앞,9,90,37.48236847,127.06118774,ST-1894
10,2429.압구정로데오역 6번출구,0,0,37.52745438,127.04042816,ST-1895
10,2430.강남파이낸스센터앞(역삼역2번출구),0,0,37.50024414,127.03605652,ST-1896
10,2431.대치역 7번출구,1,10,37.49411774,127.06290436,ST-1897
10,2501. 서초 포레스타5단지,13,130,37.45066071,127.05706024,ST-1552
9,2502. 서초역1번출구 앞,4,44,37.49195099,127.00855255,ST-1553
10,2503. 반포1동 서초빌딩 앞,1,10,37.50381088,127.02136230,ST-1554
10,2504. 신사역 4번출구 뒤,3,30,37.51588058,127.01930237,ST-1555
12,2505. 우성아파트사거리 (기업은행앞),0,0,37.49325943,127.02953339,ST-1556
10,2506. LG유플러스 (방배사옥),3,30,37.47909164,126.99067688,ST-1557
10,2508. 양재이스타빌 앞,17,170,37.48297882,127.04225922,ST-1654
