대여소_ID,주소1,주소2,위도,경도
ST-999,서울특별시 양천구 목동서로 280,목동아파트 8단지 상가동,0,0
ST-998,서울특별시 양천구 목동서로 130,목동아파트 4단지 상가동,0,0
ST-997,서울특별시 양천구 목동중앙로 49,목동3단지 시내버스정류장,37.53439,126.869598
ST-996,서울특별시 양천구 남부순환로88길5-16,양강중학교앞 교차로,37.524334,126.850548
ST-995,서울특별시 양천구 신정동 621-14,계남공원 입구 주출입구 좌측,37.510681,126.857399
ST-994,서울특별시 양천구 목동서로161,SBS방송국,37.529163,126.872749
ST-993,서울특별시 양천구 신월로 342-1 구두수선대19,,37.521511,126.857384
ST-992,서울특별시 마포구 마포대로 163,서울신용보증재단,37.549061,126.954178
ST-991,서울특별시 마포구 성암로330,DMC첨단산업센터,37.584503,126.885597
ST-990,서울특별시 상암동 1715-29,롯데하이마트 (상암월드컵점),37.57362,126.898048
ST-99,서울특별시 광진구 능동로 10,뚝섬유원지역 1번출구 앞,37.53186,127.067192
ST-989,서울특별시 월드컵로5길 11,합정동 주민센터,0,0
ST-988,서울특별시 광진구 능동로 42,신양초교앞 교차로,37.535221,127.068398
ST-987,서울특별시 광진구 아차산로 304,원일교회,37.538052,127.076599
ST-986,서울특별시 광진구 아차산로78길 7,광진유진스웰,37.550488,127.108955
ST-985,서울특별시 광진구 능동로 지하 417,중곡역 1번출구 앞,37.565659,127.084297
ST-984,서울특별시 광진구 자양로 131,광진구청 앞,37.539501,127.083
ST-983,서울특별시 광진구 능동로 313,군자역2번출구,37.557587,127.079697
ST-982,서울특별시 마포구 월드컵로 251,이동정비,37.564224,126.897522
ST-981,서울특별시 송파구 중대로 16,송파구 중대로 16,37.489872,127.11084
ST-980,서울특별시 광진구 자양강변길 301,광진구 자양2동 705,37.528587,127.077873
ST-98,서울특별시 광진구 능동로 76,광진구의회 앞,37.537308,127.070351
ST-979,서울특별시 종로구 청와대로 73,종로구 세종로 1-54,37.583515,126.979668
ST-978,서울특별시 종로구 효자로13길 45,종로구 궁정동 98-2,37.583603,126.972549
ST-977,서울특별시 중구 덕수궁길 61 서울시립미술관,,37.565052,126.973404
ST-976,서울특별시 관악구 신림동 1422-43,,37.484509,126.930069
ST-975,서울특별시 강서구 마곡서1로 111-12,신방화역환승주차장,37.567284,126.818275
ST-974,서울특별시 광진구 능동로 120,학생회관,37.541912,127.077637
ST-973,서울특별시 광진구 능동로 120,행정관,37.542778,127.075371
ST-972,서울특별시 광진구 능동로 120,입학정보관,37.53989,127.073364
ST-971,서울특별시 노원구 마들로 86,한내근린공원 북측,37.623863,127.068489
ST-970,서울특별시 노원구 마들로 86,한내근린공원 남측,37.621555,127.069511
ST-97,서울특별시 광진구 능동로 지하210,어린이대공원역 3번출구 앞,37.54707,127.074272
ST-969,서울특별시 서초구 방배천로 54,방배경찰서 민원봉사실 앞,37.481293,126.982483
ST-968,서울특별시 마포구 성산동 661,,37.568977,126.894402
ST-967,서울특별시 성동구 자동차시장길 49,중랑물재생센터,37.558365,127.056908
ST-966,서울특별시 강남구 언주로89길 7,더 오번 빌딩 명동칼국수 앞,37.501949,127.04277
ST-965,서울특별시 관악구 남부순환로 1830,서울대입구역1번출구,37.480869,126.953316
ST-964,서울특별시 노원구 화랑로 621 서울여자대학교,서울여대 후문,37.625317,127.088135
ST-963,서울특별시 강남구 학동로 342,강남구청역 2번출구 뒤,37.516811,127.040474
ST-962,서울특별시 강남구 언주로 721,서울본부세관(건설회관 앞),37.51759,127.035027
ST-961,서울특별시 강남구 언주로 726,두산건설 본사,37.518639,127.0354
ST-960,서울특별시 강남구 선릉로69길 19,102동 앞,37.494823,127.047905
ST-96,서울특별시 마포구 월드컵북로 502-7,상암월드컵파크 1단지,37.575665,126.894447
ST-959,서울특별시 강남구 테헤란로 지하 156,역삼빌딩,37.501545,127.038567
ST-958,서울특별시 강남구 논현로10길 29,국립국악중고교 정문 맞은편,37.475605,127.050377
ST-957,서울특별시 강남구 개포로 303,10동 앞,37.481384,127.053917
ST-956,서울특별시 강남구 도곡로 205,도곡1동 주민센터 교차로,37.492809,127.041389
ST-955,서울특별시 강남구 봉은사로 524,삼성역 5~6번 출구,37.509121,127.062309
ST-954,서울특별시 강남구 학동로 지하 346,강남구청,37.51807,127.047119
ST-953,서울특별시 강남구 영동대로 647,청담역 2번출구,37.519787,127.056763
ST-952,서울특별시 금천구 남부순환로 1428,관악농협 문성지점,37.480721,126.909325
ST-951,서울특별시 관악구 신림로 114,서울신성초등학교,37.471165,126.937019
ST-950,서울특별시 관악구 시흥대로 560,조원동 미성아파트,37.483192,126.902031
ST-95,서울특별시 마포구 성암로 지하184,디지털미디어시티역 9번출구 앞,37.577469,126.897362
ST-949,서울특별시 서초구 동작대로 204 청남빌딩,,37.494743,126.983063
ST-948,서울특별시 강북구 도봉로 196,미아역 34번 출구 사이,37.62608,127.026482
ST-947,서울특별시 성북구 보문로 168,성북구청,37.589329,127.016434
ST-946,서울특별시 중구 퇴계로 33,서울역 서부교차로2,37.555367,126.968643
ST-945,서울특별시 중구 만리재로 211,서울역 서부교차로,37.556965,126.96859
ST-944,서울특별시 중구 퇴계로 212,충무로역 1번출구,37.56139,126.995354
ST-943,서울특별시 중구 을지로 지하 178,을지로4가역 1번출구,37.566731,126.996605
ST-942,서울특별시 중랑구 동일로 628,하나은행,37.586372,127.080071
ST-941,서울특별시 종로구 평창문화로 119,일성아파트,37.608719,126.972862
ST-940,서울특별시 종로구 평창문화로 65,평창동 주민센터,37.606274,126.968681
ST-94,서울특별시 마포구 매봉산로2길 16,상암동주민센터 옆,37.57822,126.89447
ST-939,서울특별시 종로구 진흥로 499,신영동 삼거리,37.603992,126.961945
ST-938,서울특별시 종로구 홍지문길 1,상명대 입구,37.600128,126.957832
ST-937,서울특별시 강남구 광평로 144,청소년 수련관 수영장 앞,37.483879,127.089027
ST-936,서울특별시 구로구 시흥대로 551,디지털입구 교차로,37.482883,126.901039
ST-935,서울특별시 서초구 동작대로 138 소방빌딩,,37.488972,126.982719
ST-934,서울특별시 관악구 신사로 7,동작관악견인차량보관소,37.484661,126.9039
ST-933,서울특별시 송파구 백제고분로 188,잠실포스코더샵,37.5042,127.087532
ST-932,서울특별시 동작구 현충로 지하 90,동작구 현충로 104,37.508587,126.963493
ST-931,서울특별시 성북구 동소문로13길 38,돈암초교,37.591694,127.012497
ST-930,서울특별시 송파구 오금로 지하 499,3번출구,37.493343,127.14473
ST-93,서울특별시 은평구 수색로 지하175,디지털미디어시티역 2번출구 앞,37.575069,126.899918
ST-929,서울특별시 서초구 양재대로2길 8,우면동 785,37.459953,127.024742
ST-928,서울특별시 서초구 신반포로16길 30,서초구 반포동 15-2,37.501713,126.995476
ST-927,서울특별시 서초구 고무래로 34,서초구 반포동 131-1,37.502636,127.012314
ST-926,서울특별시 서초구 헌릉로 226,서초구 내곡동 184-27,37.454407,127.064926
ST-925,서울특별시 서초구 청계산로 지하 179,서초구 신원동 270-6,37.447659,127.055016
ST-924,서울특별시 동작구 동작대로 지하 3,동작구 사당동 1129,37.476891,126.980576
ST-923,서울특별시 동작구 사당로 지하 310,동작구 사당동 144-4,37.485508,126.981621
ST-922,서울특별시 동작구 성대로14길 46,동작구 상도동 517,37.496799,126.952873
ST-921,서울특별시 동작구 상도로 지하 378,동작구 상도동 514,37.496094,126.954071
ST-920,서울특별시 구로구 경인로40길 47,구로구 개봉동 416-99,37.494995,126.858253
ST-92,서울특별시 마포구 매봉산로 8,상암월드컵파크 3단지 후문,37.571476,126.889687
ST-919,서울특별시 구로구 경인로 445,구로구 고척동 63-3,37.499889,126.867699
ST-918,서울특별시 구로구 도림천로 351,구로구 구로동 72-9,37.494404,126.894447
ST-917,서울특별시 금천구 벚꽃로 309,가산동 60-35,37.480148,126.883781
ST-916,서울특별시 도봉구 도봉로 683,방학동 726-92,37.665665,127.042671
ST-915,서울특별시 노원구 동일로 지하 1662,노원구 상계동 1263,37.676941,127.055099
ST-914,서울특별시 노원구 상계로 182,노원구 상계동 173-19,37.66,127.072968
ST-913,서울특별시 노원구 석계로 98-2,노원구 월계동 412-1,37.622662,127.061897
ST-912,서울특별시 중랑구 면목로 456,중랑구 면목동 282-4,37.592541,127.086739
ST-911,서울특별시 성북구 월곡로 지하 107,성북구 하월곡동 37-4,37.601841,127.041718
ST-910,서울특별시 성북구 월곡로 지하 107,성북구 하월곡동 37-4,37.602627,127.041634
ST-91,서울특별시 마포구 매봉산로 37,DMC산학협력연구센터 앞,37.575802,126.890739
ST-909,서울특별시 송파구 도곡로 446,송파구 잠실동 128,37.505463,127.077347
ST-908,서울특별시 송파구 위례성대로 114,송파구 방이동 75,37.513962,127.121674
ST-907,서울특별시 송파구 법원로 101,문정동 627,37.478821,127.123512
ST-906,서울특별시 송파구 송파대로 지하 82,장지동 201-5,37.477509,127.126328
ST-905,서울특별시 송파구 법원로 101,문정동 619,37.479465,127.125328
ST-904,서울특별시 송파구 법원로 101,문정동 619,37.481537,127.122124
ST-903,서울특별시 송파구 법원로 101,문정동 346-2,37.484531,127.120163
ST-902,서울특별시 송파구 문정동 398-1,,37.481632,127.119164
ST-901,서울특별시 송파구 새말로 62,송파구 문정동 398-5,37.481239,127.119797
ST-900,서울특별시 송파구 새말로 62,송파구 문정동 305-24,37.480576,127.118568
ST-90,서울특별시 마포구 월드컵북로 366,DMC홍보관,37.577995,126.891472
ST-9,서울특별시 마포구 월드컵북로 35,449-28,37.55751,126.918503
ST-899,서울특별시 송파구 정의로 30,송파구 문정동 396-3,37.480843,127.118011
ST-898,서울특별시 송파구 법원로 101,송파구 문정동 373,37.483761,127.117081
ST-897,서울특별시 송파구 동남로 203,송파구 가락동 195-1,37.49567,127.130592
ST-896,서울특별시 송파구 거마로 51,송파구 거여동 133-60,37.4977,127.146202
ST-895,서울특별시 송파구 오금로 지하 499,송파구 거여동 20-14,37.493126,127.143822
ST-894,서울특별시 송파구 올림픽로35길 16,송파구 신천동 20-50,37.520077,127.112366
ST-893,서울특별시 송파구 마천로57길 지하 7,송파구 마천동 183-99,37.495461,127.15329
ST-892,서울특별시 송파구 양재대로 지하 1127,송파구 방이동 217-2,37.508968,127.125839
ST-891,서울특별시 송파구 올림픽로 293-19,송파구 신천동 28,37.513126,127.10096
ST-890,서울특별시 서초구 매헌로 16,양재동 217-3,37.463322,127.036041
ST-89,서울특별시 마포구 월드컵로 지하240,1,37.570721,126.898979
ST-889,서울특별시 서초구 태봉로 131,서초구 우면동 23-14,37.4692,127.029007
ST-888,서울특별시 관악구 인헌3가길 8,봉천동 1642-4,37.473881,126.967361
ST-887,서울특별시 관악구 남부순환로 지하 1928,봉천동 1693-39,37.477028,126.963394
ST-886,서울특별시 관악구 신림로 67,관악구 신림동 226-2,37.470696,126.9422
ST-885,서울특별시 관악구 신림로 137,관악구 신림동 289-3,37.472294,126.933411
ST-884,서울특별시 관악구 관악로 217,동진빌딩 앞,37.484257,126.954697
ST-883,서울특별시 관악구 남부순환로 1369,관악구 신림동 1674-8,37.479916,126.90284
ST-882,서울특별시 양천구 가로공원로 지하 133,관악구 봉천동 962,37.486225,126.935829
ST-881,서울특별시 서초구 양재대로2길 74,우면동 754,37.455799,127.016289
ST-880,서울특별시 서초구 양재대로2길 74,우면동 754,37.456234,127.019348
ST-88,서울특별시 마포구 상암산로1길 26,상암중학교 옆,37.577496,126.887772
ST-879,서울특별시 서초구 바우뫼로 43,서초구 우면동 68-3,37.471928,127.02684
ST-878,서울특별시 동작구 사당로 지하 218,동작구 사당동 712-8,37.48447,126.971428
ST-877,서울특별시 동작구 노량진로 191,동작구 노량진동 152-7,37.513359,126.948059
ST-876,서울특별시 구로구 오리로 지하 1154,구로구 오류동 174-6,37.486385,126.839211
ST-875,서울특별시 구로구 오리로 1102-10,구로구 천왕동 257-82,37.482105,126.845726
ST-874,서울특별시 구로구 천왕로 29 천왕 이펜하우스 4단지,,37.480705,126.838959
ST-873,서울특별시 구로구 구로중앙로 174,구로동 603-26,37.503117,126.880386
ST-872,서울특별시 구로구 경인로3길 지하 64,구로구 온수동 119-4,37.49279,126.824524
ST-871,서울특별시 구로구 서해안로 2340-10,구로구 오류동 135-2,37.493671,126.843704
ST-870,서울특별시 구로구 경인로40길 47,구로구 개봉동 202-42,37.494282,126.859215
ST-87,서울특별시 마포구 월드컵로 240,홈플러스 월드컵경기장점,37.56842,126.899429
ST-869,서울특별시 노원구 동일로 지하 1662,노원구 상계동 1132-9,37.67625,127.055504
ST-868,서울특별시 노원구 동일로 1652,노원구 상계동 1118-9,37.673618,127.055252
ST-867,서울특별시 노원구 노원로22길 1,노원구 중계1동 360-18,37.648209,127.070221
ST-866,서울특별시 노원구 월계로 378,노원구 월계동 321-4,37.631622,127.061615
ST-865,서울특별시 강북구 삼양로155길 9-7,우이동 5-10,37.661648,127.013344
ST-864,서울특별시 도봉구 삼양로 574,우이동 100-13,37.654472,127.012756
ST-863,서울특별시 강북구 도봉로89길 13,수유동 192-59,37.639671,127.0252
ST-862,서울특별시 강북구 한천로150길 67,수유동 694-2,37.644737,127.026566
ST-861,서울특별시 강북구 오현로31길 85-7,번동 656-2,37.631123,127.036034
ST-860,서울특별시 강북구 오현로25마길 27,번동 230,37.633717,127.035515
ST-86,서울특별시 마포구 월드컵북로 396,누리꿈스퀘어 옆,37.579399,126.88916
ST-859,서울특별시 강북구 한천로 935,번동 386-17,37.634377,127.035751
ST-858,서울특별시 강북구 덕릉로40길 48,번동 619-53,0,0
ST-857,서울특별시 중랑구 동일로 지하 797,중랑구 중화동 50-3,37.602077,127.079582
ST-856,서울특별시 중랑구 봉화산로 194,중랑구 신내동 561,37.606499,127.095451
ST-855,서울특별시 중랑구 봉화산로 179,중랑구 신내동 662-1,37.606152,127.092598
ST-854,서울특별시 중랑구 동일로 778,동일로 778,37.599957,127.080002
ST-853,서울특별시 중랑구 숙선옹주로 66,중랑구 묵동 20-3,37.616024,127.085968
ST-852,서울특별시 중랑구 용마산로 지하 227,중랑구 면목동 1381,37.574299,127.086914
ST-851,서울특별시 중랑구 면목로 460,중랑구 상봉동 395-6,37.593231,127.086914
ST-850,서울특별시 중랑구 면목로 480,중랑구 상봉동 160-22,37.595219,127.085999
ST-85,서울특별시 마포구 월드컵북로47길 10,1,37.566246,126.896179
ST-849,서울특별시 중랑구 면목로 325,,37.58099,127.088242
ST-848,서울특별시 중랑구 동일로 지하 901,중랑구 묵동 189-5,37.610722,127.077477
ST-847,서울특별시 중랑구 공릉로 12,중랑구 묵동 189-4,37.611511,127.077888
ST-846,서울특별시 성북구 솔샘로17길 8,정릉동 746-2,37.612774,127.006531
ST-845,서울특별시 성북구 인촌로 95,성북구 안암동5가 101-144,37.586273,127.029877
ST-844,서울특별시 성북구 인촌로 16,성북구 안암동2가 140-1,0,0
ST-843,서울특별시 성북구 동소문로22길 4,성북구 동선동1가 101-5,37.592522,127.017677
ST-842,서울특별시 성북구 동소문로 2,성북구 동소문동2가 2-3,37.588448,127.006706
ST-841,서울특별시 성북구 성북로 62,성북구 성북동 142-1,37.592758,127.002357
ST-840,서울특별시 송파구 석촌호수로12길 3-5,송파구 잠실동 31,37.514088,127.09903
ST-84,서울특별시 마포구 월드컵북로 424,LG CNS앞,37.580811,126.88665
ST-839,서울특별시 송파구 송파대로 지하 354,송파구 가락동 459-4,37.499413,127.112869
ST-838,서울특별시 송파구 송파대로 지하 257,송파구 가락동 214-3,37.493179,127.118546
ST-837,서울특별시 강서구 강서로 지하 54,강서구 화곡동 662-5,37.532551,126.846321
ST-836,서울특별시 강서구 곰달래로37길 13,강서구곰달래로37길 13,37.53178,126.854485
ST-835,서울특별시 강서구 강서로 304,강서구 내발산동 724-42,37.552914,126.836571
ST-834,서울특별시 강서구 공항대로 329,강서구 등촌동 675-7,37.558197,126.844261
ST-833,서울특별시 강서구 공항대로59길 8,강서구 등촌동 666-90,37.551666,126.86409
ST-832,서울특별시 강서구 방화대로47가길 22,강서구 방화동 830-15,37.577213,126.813553
ST-831,서울특별시 강서구 방화동 829-11,,37.577106,126.811996
ST-830,서울특별시 강동구 양재대로 1330 주공아파트,,37.52459,127.135422
ST-83,서울특별시 마포구 상암산로1길 71,마포구 육아보육정보센터 앞,37.580631,126.883675
ST-829,서울특별시 강서구 화곡로 지하 168,화곡역 6번출구,37.541412,126.840225
ST-828,서울특별시 강서구 방화대로 241,공항중학교 앞,37.562683,126.816238
ST-827,서울특별시 성북구 안암로 69,안암로터리 버스정류장,37.582592,127.028976
ST-826,서울특별시 성북구 성북로 132-1,만해공원,37.594402,126.99231
ST-825,서울특별시 성북구 동소문로 1,한성대입구역6번출구 뒤,37.588764,127.00631
ST-824,서울특별시 강서구 방화대로 342,신방화 사거리,37.573032,126.816452
ST-823,서울특별시 강남구 개포로 623,대청역1번출구 뒤,37.494007,127.079514
ST-822,서울특별시 강남구 일원로 127,일원역 45번 출구사이,37.483311,127.084938
ST-821,서울특별시 강남구 논현로 82,삼호물산버스정류장(23370) 옆,37.477509,127.045174
ST-820,서울특별시 강남구 언주로 107,현대아파트 정문 앞,37.483261,127.0523
ST-82,서울특별시 마포구 월드컵로 212 마포구청,,37.565746,126.901863
ST-819,서울특별시 강남구 선릉로 지하 228,강남세브란스교차로  래미안그레이튼 104동 앞,37.494236,127.047462
ST-818,서울특별시 강남구 남부순환로 2748,3호선 매봉역 3번출구앞,37.486767,127.046761
ST-817,서울특별시 강남구 선릉로 지하 228,8.삼호@ 2동 ( 간선도로),37.493759,127.045898
ST-816,서울특별시 강남구 강남대로 240,양재역 3번출구 주변,37.485157,127.034073
ST-815,서울특별시 강남구 선릉로 435 원광빌딩,,37.504009,127.04908
ST-814,서울특별시 강남구 언주로 337,동영문화센터앞,37.498051,127.044601
ST-813,서울특별시 강남구 도곡로 183,스타벅스 앞,37.492199,127.039459
ST-812,서울특별시 강남구 테헤란로 지하 156,역삼역 지하보도 2번출구,37.502357,127.04319
ST-811,서울특별시 강남구 역삼동 801-7,,37.503212,127.042732
ST-810,서울특별시 강남구 강남대로 308,뱅뱅사거리 랜드마크타워 앞,37.490551,127.031464
ST-81,서울특별시 마포구 상암산로1길 92,상암월드컵파크 7단지 앞,37.581314,126.880585
ST-809,서울특별시 강남구 삼성로 350,대치동 삼성로,37.502396,127.0588
ST-808,서울특별시 강남구 도곡로 447,대치동 버거킹대치점,37.49865,127.059319
ST-807,서울특별시 강남구 도곡로 540,천주교 대치 2동 교회 옆,37.500439,127.066223
ST-806,서울특별시 강남구 영동대로 308,주식회사 오뚜기 정문 앞,37.502213,127.067207
ST-805,서울특별시 강남구 테헤란로 534,삼성역 3번 출구,37.508091,127.063103
ST-804,서울특별시 강남구 남부순환로 지하 3104,학여울역 사거리,37.496117,127.069443
ST-803,서울특별시 강남구 남부순환로 지하 2814,대치지구대 방향,37.491928,127.056969
ST-802,서울특별시 강남구 테헤란로 435,포스코4거리 서측(수협 삼성동 지점),37.506607,127.05468
ST-801,서울특별시 강남구 봉은사로 531,삼성중앙역4번출구(문화센터더 라빌),37.513577,127.055031
ST-800,서울특별시 강남구 영동대로 502,삼성역 7번출구,37.509575,127.063408
ST-80,서울특별시 마포구 월드컵북로60길 13,DMC빌 앞,37.582657,126.885788
ST-8,서울특별시 마포구 독막로 4,381-1,37.548645,126.912827
ST-799,서울특별시 강남구 봉은사로 지하 601,봉은사역 5번출구 옆,37.514248,127.061119
ST-798,서울특별시 강남구 영동대로128길 59,청담나들목입구,37.521275,127.061035
ST-797,서울특별시 강남구 테헤란로 501,포스코사거리(기업은행),37.507233,127.056854
ST-796,서울특별시 강남구 도산대로 539,금원빌딩,37.525116,127.052467
ST-795,서울특별시 강남구 영동대로 703,청담역 13번 출구 앞,37.52058,127.056328
ST-794,서울특별시 강남구 학동로 지하 508,청담동 맥도날드 옆,37.523613,127.040176
ST-793,서울특별시 강남구 압구정로 311,압구정파출소 앞,37.529301,127.035599
ST-792,서울특별시 강남구 압구정로 339-2 가로판매,,37.528381,127.039017
ST-791,서울특별시 강남구 압구정로 지하 172,압구정역 2번 출구 옆,37.527123,127.028717
ST-790,서울특별시 강남구 언주로 734,MCM 본사 직영점 앞,37.520641,127.034508
ST-79,서울특별시 마포구 월드컵북로60길 17,우리금융상암센터 교차로,37.583481,126.886696
ST-789,서울특별시 강남구 언주로 619 대현그린타워,,37.511627,127.035652
ST-788,서울특별시 강남구 학동로 102 논현역,,37.511372,127.021461
ST-787,서울특별시 강남구 봉은사로 지하 102,교보타워 버스정류장,37.505581,127.024277
ST-786,서울특별시 강남구 학동로 지하 508,학동로 래미안 아파트 앞,37.517773,127.043022
ST-785,서울특별시 강남구 자곡로 101,래미안강남힐즈 앞,37.472919,127.095886
ST-784,서울특별시 강남구 영동대로112길 66,삼성도로공원,37.515888,127.0662
ST-783,서울특별시 강남구 학동로 443,강남구 청담동 77-76 (학동로 443 앞 도로),37.518902,127.049385
ST-782,서울특별시 강남구 영동대로 101,대모산입구역 2번출구 앞,37.492077,127.071976
ST-781,서울특별시 서초구 바우뫼로12길 70,더케이호텔 입구(양재2),37.467506,127.034477
ST-780,서울특별시 서초구 잠원로4길 지하 46,잠원역 34번 출구사이,37.512989,127.011177
ST-78,서울특별시 마포구 가양대로 189,부엉이근린공원 앞,37.58559,126.884727
ST-779,서울특별시 강남구 헌릉로590길 10,리엔파크 2단지 앞,37.465061,127.101196
ST-778,서울특별시 강남구 헌릉로 623,세곡사거리 대왕파출소 앞,37.465317,127.107727
ST-777,서울특별시 강남구 압구정로 134,현대고등학교 건너편,37.524071,127.02179
ST-776,서울특별시 서초구 잠원로 145-9,,37.516197,127.009209
ST-775,서울특별시 강남구 논현로2길 22,개포동 1277,37.471539,127.050591
ST-774,서울특별시 서초구 청계산로 10,양재동 238-1,37.462688,127.046112
ST-773,서울특별시 서초구 강남대로 27,양재동 238,37.46769,127.04036
ST-772,서울특별시 서초구 양재동 237-2,,37.470165,127.03862
ST-771,서울특별시 서초구 태봉로2길 24,우면동 718,37.462639,127.026619
ST-770,서울특별시 서초구 바우뫼로18길 14,서초구 양재동 127-1,37.473614,127.03051
ST-77,서울특별시 마포구 월드컵북로 501,상암월드컵파크 9단지 앞,37.582855,126.879822
ST-769,서울특별시 서초구 바우뫼로1길 35,서초구 양재동 20-40,37.477852,127.03891
ST-768,서울특별시 서초구 강남대로 193,서초구 양재동 105-4,37.481491,127.036728
ST-767,서울특별시 서초구 남부순환로 지하 2585,서초구 양재동 105-4,37.48399,127.03418
ST-766,서울특별시 강남구 논현로 201,강남구 도곡동 207,37.485378,127.041702
ST-765,서울특별시 서초구 서초대로 지하 294,서초구 서초동 1748-6,37.494217,127.013786
ST-764,서울특별시 서초구 서초중앙로 지하 31,서초구 서초동 1748-38,37.484558,127.01487
ST-763,서울특별시 서초구 사평대로 73,서초구 방배동 1037-2,37.482159,127.002701
ST-762,서울특별시 서초구 효령로36길 22,서초동 1418,37.491112,127.022957
ST-761,서울특별시 서초구 서초대로 405,1377,37.496914,127.024963
ST-760,서울특별시 동작구 사당로 지하 310,서초구 방배동 2298,37.485828,126.982628
ST-76,서울특별시 마포구 월드컵북로 502-36,상암월드컵파크 10단지 앞,37.586189,126.881615
ST-759,서울특별시 서초구 방배천로 126,서초구 방배동 3151,37.487011,126.984962
ST-758,서울특별시 서초구 방배동 388-5,,37.489769,126.986763
ST-757,서울특별시 서초구 서초대로 지하 103,서초구 방배동 874-16,37.489052,126.992523
ST-756,서울특별시 서초구 방배로1길 9,서초구 방배동 1034-2,37.475182,127.001389
ST-755,서울특별시 서초구 방배로9길 23,서초구 방배동 504-4,37.473759,126.995247
ST-754,서울특별시 서초구 남부순환로 2183,서초구 방배동 2577,37.47261,126.983009
ST-753,서울특별시 동작구 동작대로 지하 3,서초구 방배동 495-3,37.478069,126.982033
ST-752,서울특별시 서초구 방배로 110,서초구 방배동 905-34,37.485611,126.994682
ST-751,서울특별시 서초구 신반포로 10,서초구 반포동 752,37.500614,126.98616
ST-750,서울특별시 서초구 신반포로 지하 188,서초구 잠원동 101,37.506199,127.003944
ST-749,서울특별시 서초구 나루터로4길 60,서초구 잠원동 78,37.513046,127.005959
ST-748,서울특별시 서초구 신반포로 지하 105,서초구 반포동 128-1,37.504116,126.99749
ST-747,서울특별시 서초구 신반포로 지하 188,서초구 반포동 117-4,37.502232,127.002258
ST-746,서울특별시 서초구 고무래로 89 반포써밋,,37.500652,127.018616
ST-745,서울특별시 서초구 사평대로 지하 285,서초구 반포동 128-7,37.505096,127.013107
ST-744,서울특별시 서초구 헌릉로8길 42,서초구 내곡동 123-1,37.454357,127.062103
ST-743,서울특별시 서초구 청계산로9길 76,서초구 신원동 411-69,37.453751,127.05938
ST-742,서울특별시 서초구 청계산로 지하 179,서초구 신원동 276-1,37.448936,127.054375
ST-741,서울특별시 서초구 본마을2길 2,서초구 신원동 485-13,37.453281,127.051483
ST-740,서울특별시 송파구 오금로 지하 321,송파구 오금동 44-2,37.502594,127.127647
ST-74,서울특별시 마포구 월드컵로 251,운영센터,37.566406,126.893669
ST-739,서울특별시 송파구 석촌호수로 298,송파구 신천동 33,37.512104,127.10778
ST-738,서울특별시 송파구 성내천로 233,송파구 마천동 200-58,37.499756,127.152504
ST-737,서울특별시 송파구 송파대로28길 24,송파구 가락동 100-2,37.493729,127.120621
ST-736,서울특별시 노원구 한글비석로 235,노원구 중계동 391,37.649021,127.076408
ST-735,서울특별시 노원구 동일로 지하 1074,노원구 공릉동 385-4,37.626614,127.072754
ST-734,서울특별시 도봉구 마들로 891,도봉동 22-26,37.688274,127.049065
ST-733,서울특별시 동작구 여의대방로16길 53,신대방동 460-37,37.494499,126.916527
ST-732,서울특별시 동작구 사당동 1157-2,,37.489079,126.973564
ST-731,서울특별시 동작구 사당로 169,동작구 사당동 211-2,37.486835,126.968048
ST-730,서울특별시 동작구 동작대로 129,동작구 사당동 708-559,37.48888,126.98201
ST-73,서울특별시 영등포구 여의동로 지하343,여의나루역 1번출구 앞,37.527157,126.9319
ST-729,서울특별시 동작구 동작대로 지하 3,동작구 사당동 1112,37.481491,126.981583
ST-728,서울특별시 동작구 상도로 지하 76,동작구 상도동 329-2,37.499855,126.929565
ST-727,서울특별시 동작구 시흥대로 634,동작구 신대방동 699,37.488361,126.906227
ST-726,서울특별시 동작구 상도로 지하 2,동작구 대방동 466-51,37.500076,126.921082
ST-725,서울특별시 관악구 은천로 69,관악구 봉천동 982-2,37.486359,126.942925
ST-724,서울특별시 관악구 신림로 270,관악구 신림동 808-263,37.478428,126.931862
ST-723,서울특별시 관악구 남부순환로 1675,관악구 봉천동 979-9,37.484901,126.936531
ST-722,서울특별시 관악구 낙성대로 70,관악구 봉천동 274-4,37.471989,126.958427
ST-721,서울특별시 관악구 낙성대로 101,관악구 봉천동 244-1,37.469055,126.958145
ST-720,서울특별시 관악구 관악로 153,관악구 봉천동 979-3,37.479164,126.952583
ST-72,서울특별시 영등포구 의사당대로 지하166,샛강역 1번출구 앞,37.517765,126.928413
ST-719,서울특별시 관악구 남부순환로 1889,관악구 봉천동 1693-38,37.478058,126.960495
ST-718,서울특별시 관악구 은천로 107,관악구 봉천동 464-7,37.486774,126.947815
ST-717,서울특별시 관악구 남부순환로 지하 1822,관악구 봉천동 979-2,37.481705,126.950829
ST-716,서울특별시 관악구 남부순환로 1427,관악구 신림동 564,37.481129,126.909431
ST-715,서울특별시 관악구 남부순환로 지하 1822,관악구 봉천동 979-2,37.481339,126.950645
ST-714,서울특별시 관악구 봉천로 375,관악구 봉천동 975-18,37.483341,126.943199
ST-713,서울특별시 관악구 신림로 40,관악구 신림동 808-133,37.475472,126.936455
ST-712,서울특별시 동작구 남부순환로 지하 2089,관악구 남현동 1060-12,37.476089,126.981331
